gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TMEM200A	126083	954	23	186030	53730	0	0	0	0	50	2	3289518	1	1
TMEM200B	598249	235	19	107568	42768	0	0	0	0	50	3	2791422	1	1
TMEM200C	269994	959	-10	223182	79758	0	0	0	0	50	2	2870802	1	1
TMEM202	1116695	366	41	107136	28620	0	0	0	0	50	2	2722788	1	1
TMEM203	1723416	200	39	49464	17118	0	0	0	0	50	2	3729078	1	1
TMEM204	1366033	256	35	83970	27972	0	0	0	0	50	1	4011876	1	1
TMEM205	1385739	197	31	72738	21870	0	0	0	0	50	1	3372030	1	1
TMEM206	487387	298	17	138942	36180	0	0	0	0	50	2	2976696	1	1
TMEM207	163494	373	9	57240	17118	0	0	0	0	50	0	3156678	1	1
TMEM208	1109491	150	46	68526	19278	0	0	0	0	50	0	2893428	1	1
TMEM209	414437	266	34	223614	58590	0	0	0	0	50	0	2858868	1	1
TMEM211	363566	415	-21	49626	15174	0	0	0	0	50	1	3161376	1	1
TMEM212	NaN	NaN	NaN	74790	22896	0	0	0	0	50	6	6036552	1	1
TMEM213	352046	385	7	42660	12096	0	0	0	0	50	0	2822256	1	1
TMEM214	1257014	290	34	266760	78948	0	0	0	0	50	3	2966652	1	1
TMEM215	610744	401	-18	89100	26244	0	0	0	0	50	1	3132648	1	1
TMEM216	1394229	286	57	58374	17280	0	0	0	0	50	3	2718360	1	1
TMEM217	626559	236	44	90774	22950	0	0	0	0	50	1	3444120	1	1
TMEM218	428178	762	30	43362	14958	0	0	0	0	50	1	2809026	1	1
TMEM219	1994393	238	52	90720	30132	0	0	0	0	50	3	3062718	1	1
TMEM22	194047	195	27	157032	44334	0	0	0	0	50	1	2887218	1	1
TMEM220	59041	801	-49	63396	18090	0	0	0	0	50	3	3808944	1	1
TMEM222	884974	188	30	82620	22518	0	0	0	0	50	1	4344732	1	1
TMEM223	2405109	248	44	72900	26730	0	0	0	0	50	2	2997756	1	1
TMEM225	89099	736	-8	89262	22518	0	0	0	0	50	3	3899286	1	1
TMEM229A	NaN	NaN	NaN	138078	47088	0	0	0	0	50	6	6060744	1	1
TMEM229B	488731	311	39	63450	18846	0	0	0	0	50	0	2510082	1	1
TMEM231	488582	225	6	138672	34992	0	0	0	0	50	2	3688578	1	1
TMEM232	NaN	NaN	NaN	263628	64584	0	0	0	0	50	6	6078240	1	1
TMEM233	NaN	NaN	NaN	42984	11772	0	0	0	0	50	6	6025428	1	1
TMEM25	1359480	167	47	143154	45900	0	0	0	0	50	3	3479706	1	1
TMEM26	84084	468	-19	140562	42012	0	0	0	0	50	1	3047058	1	1
TMEM27	170317	NaN	28	88452	23166	0	0	0	0	50	3	3727188	1	1
TMEM30A	394127	423	-3	141426	38394	0	0	0	0	50	1	3167640	1	1
TMEM30B	351491	448	-11	129384	41688	0	0	0	0	50	2	3464532	1	1
TMEM31	485629	NaN	43	77868	17874	0	0	0	0	50	3	2786022	1	1
TMEM33	272281	261	25	97362	27054	0	0	0	0	50	2	3401730	1	1
TMEM35	422603	NaN	29	61668	20628	0	0	0	0	50	0	2884896	1	1
TMEM38A	980514	362	41	115992	33372	0	0	0	0	50	2	3289464	1	1
TMEM38B	214951	773	-8	113940	31212	0	0	0	0	50	3	3657582	1	1
TMEM39A	270591	599	29	188892	53946	0	0	0	0	50	1	3229632	1	1
TMEM39B	1242874	218	24	188892	55890	0	0	0	0	50	3	3233142	1	1
TMEM40	487514	176	35	96390	24462	0	0	0	0	50	0	3081672	1	1
TMEM41A	953031	366	31	100764	30942	0	0	0	0	50	0	3067038	1	1
TMEM41B	669286	170	20	115074	32994	0	0	0	0	50	3	3806190	1	1
TMEM42	466410	380	31	60534	18846	0	0	0	0	50	1	2833380	1	1
TMEM43	312564	463	27	156276	45738	0	0	1	0	50	3	3033234	1	1
TMEM45A	346650	411	7	108432	28944	0	0	0	0	50	0	2717280	1	1
TMEM45B	632501	231	-2	108270	29106	0	0	0	0	50	0	3134808	1	1
TMEM47	7188	NaN	-16	68796	20952	0	0	0	0	50	4	3788262	1	1
TMEM48	535585	319	24	267192	71874	0	0	0	0	50	1	3029238	1	1
TMEM49	1018847	361	22	162432	42498	0	0	0	0	50	0	3454056	1	1
TMEM5	222270	460	-17	174690	44658	0	0	0	0	50	2	3230928	1	1
TMEM50A	671522	270	35	64368	16308	0	0	0	0	50	0	3054564	1	1
TMEM50B	884788	182	63	65124	16038	0	0	0	0	50	3	2494584	1	1
TMEM51	379959	432	16	95202	28890	0	0	0	0	50	2	3083130	1	1
TMEM52	1434423	233	27	77976	27000	0	0	0	0	50	1	3048138	1	1
TMEM53	563553	252	45	103518	33210	0	0	0	0	50	1	3090906	1	1
TMEM54	1019374	232	15	83808	27810	0	0	0	0	50	0	3203226	1	1
TMEM55A	104917	935	1	100008	29268	0	0	0	0	50	0	3239190	1	1
TMEM55B	464497	395	17	109404	32994	0	0	0	0	50	5	3243888	1	1
TMEM56	228305	452	-8	105084	27108	0	0	0	0	50	0	3094254	1	1
TMEM57	613155	230	24	262980	66690	0	0	0	0	50	0	3752082	1	1
TMEM59	438316	201	29	127494	34506	0	0	0	0	50	1	3504060	1	1
TMEM59L	1397040	222	33	131814	39744	0	0	0	0	50	2	3390066	1	1
TMEM60	253754	795	28	51138	14634	0	0	0	0	50	3	3097224	1	1
TMEM61	454766	217	13	77760	26082	0	0	0	0	50	3	3576312	1	1
TMEM62	843516	333	42	251478	69930	0	0	0	0	50	0	3395358	1	1
TMEM63A	924499	239	8	319626	87966	0	0	0	0	50	1	2834838	1	1
TMEM63B	1267618	203	51	328536	91206	0	0	1	0	50	3	3485754	1	1
TMEM63C	549191	394	47	320814	85644	0	0	0	0	50	1	3697866	1	1
TMEM64	184765	746	8	137214	49248	0	0	0	0	50	1	3432078	1	1
TMEM65	330177	445	14	92124	28890	0	0	0	0	50	3	2631204	1	1
TMEM66	387693	231	51	130572	37908	0	0	0	0	50	0	2901582	1	1
TMEM67	234269	416	15	417582	107298	0	0	0	0	50	0	3078432	1	1
TMEM68	319097	538	-3	101952	26028	0	0	0	0	50	2	2689362	1	1
TMEM69	953032	157	30	93906	27918	0	0	0	0	50	0	3714282	1	1
TMEM70	258047	417	25	99414	30348	0	0	0	0	50	0	2614734	1	1
TMEM71	166227	872	-6	119556	30132	0	0	0	0	50	2	3256632	1	1
TMEM72	75634	905	25	104652	32400	0	0	0	0	50	1	3351132	1	1
TMEM74	275834	891	-14	115020	34344	0	0	0	0	50	2	2775276	1	1
TMEM79	2266205	211	33	144720	49194	0	0	0	0	50	3	3359232	1	1
TMEM80	1781290	193	53	63882	21168	0	0	0	0	50	2	2737530	1	1
TMEM81	655446	431	37	95580	28836	0	0	0	0	50	1	2999268	1	1
TMEM82	683349	174	22	124308	46116	0	0	0	0	50	1	3527334	1	1
TMEM85	453823	242	11	72792	19548	0	0	0	0	50	4	3963600	1	1
TMEM86A	616892	562	25	89424	29322	0	0	0	0	50	2	3229308	1	1
TMEM87A	595635	394	35	230958	58698	0	0	0	0	50	1	3176496	1	1
TMEM87B	564343	466	36	225828	56052	0	0	0	0	50	2	3598614	1	1
TMEM88	2148615	337	24	56214	22518	0	0	0	0	50	1	4246560	1	1
TMEM88B	NaN	NaN	NaN	56484	23706	0	0	0	0	50	6	6037362	1	1
TMEM89	1386275	212	37	58158	20088	0	0	0	0	50	1	4119228	1	1
TMEM8C	1858670	315	39	85914	25218	0	0	0	0	50	1	3132216	1	1
TMEM9	572258	333	23	72144	20520	0	0	0	0	50	0	3513672	1	1
TMEM90A	604423	384	45	90180	27918	0	0	0	0	50	0	3307716	1	1
TMEM90B	178967	927	-37	99468	28350	0	0	0	0	50	2	2370654	1	1
TMEM91	1193025	249	33	77814	23274	0	0	1	0	50	5	2504952	1	1
TMEM92	1297691	196	28	62856	18468	0	0	0	0	50	2	3735342	1	1
TMEM93	504736	354	20	40176	14418	0	0	0	0	50	1	3548718	1	1
TMEM95	1911735	206	36	73170	20952	0	0	0	0	50	2	3348000	1	1
TMEM97	1405196	214	10	68094	19224	0	0	0	0	50	3	3412908	1	1
TMEM98	443753	833	-6	87372	26838	0	0	0	0	50	0	2975022	1	1
TMEM99	836683	269	-10	95904	29970	0	0	0	0	50	3	2508462	1	1
TMEM9B	548433	243	21	76896	22410	0	0	0	0	50	2	3146256	1	1
TMIE	298503	495	41	60750	17496	0	0	0	0	50	5	2877876	1	1
TMIGD1	475180	232	26	104760	26946	0	0	0	0	50	0	2715066	1	1
TMLHE	272469	NaN	-2	184356	47790	0	0	0	0	50	3	3333528	1	1
TMOD1	523548	420	35	142722	38070	0	0	0	0	50	0	3452868	1	1
TMOD2	443665	165	27	140724	36180	0	0	0	0	50	1	3615192	1	1
TMOD3	511166	132	27	141750	35640	0	0	0	0	50	0	3144096	1	1
TMOD4	1562281	184	33	138888	35424	0	0	0	0	50	0	3179952	1	1
TMPO	487754	218	21	364770	108108	0	0	0	0	50	0	2590650	1	1
TMPPE	513008	372	33	166374	54270	0	0	0	0	50	1	3216240	1	1
TMPRSS11A	212678	809	4	167724	43200	0	0	0	0	50	1	2816694	1	1
TMPRSS11B	170820	716	-19	166482	42012	0	0	0	0	50	0	3535164	1	1
TMPRSS11BNL	NaN	NaN	NaN	43038	10422	0	0	0	0	50	6	6024078	1	1
TMPRSS11D	210733	767	22	164322	45468	0	0	0	0	50	0	3423492	1	1
TMPRSS11E	108503	748	7	167670	44550	0	0	0	0	50	1	3594780	1	1
TMPRSS11F	211571	812	-6	173826	45684	0	0	0	0	50	1	3241188	1	1
TMPRSS12	594068	250	43	134136	38394	0	0	0	0	50	3	3232764	1	1
TMPRSS13	527704	576	45	218862	65286	0	0	0	0	50	3	3110778	1	1
TMPRSS2	266466	454	61	210492	56484	0	0	0	0	50	1	3525984	1	1
TMPRSS3	339928	400	80	189270	52758	0	0	1	0	50	2	2939112	1	1
TMPRSS4	579148	447	50	174744	45900	0	0	0	0	50	2	3931038	1	1
TMPRSS5	124189	613	12	178308	52056	0	0	0	0	50	1	3338928	1	1
TMPRSS9	1553941	267	33	396792	128574	0	0	0	0	50	1	2670354	1	1
TMSB10	848135	275	12	19062	4104	0	0	0	0	9	0	480654	1	1
TMSB15A	96151	NaN	0	19548	4104	0	0	0	0	15	0	815076	1	1
TMSB15B	439642	NaN	30	19548	4104	0	0	0	0	25	1	1439910	1	1
TMSB4X	NaN	NaN	NaN	19170	3996	0	0	0	0	4	0	201906	1	1
TMSB4Y	0	0	0	18468	4050	0	0	0	0	5	0	138078	1	1
TMSL3	NaN	NaN	NaN	17982	4212	0	0	0	0	26	1	1760292	1	1
TMTC1	99753	510	-15	304074	83592	0	0	0	0	50	3	4091472	1	1
TMTC2	61571	1375	-11	324432	89478	0	0	0	0	50	1	3501036	1	1
TMTC3	149643	429	-9	358344	94770	0	0	0	0	50	0	3177144	1	1
TMTC4	123356	622	28	296298	84564	0	0	0	0	50	1	3026592	1	1
TMUB1	622098	373	41	89154	32184	0	0	0	0	50	0	3813480	1	1
TMUB2	930750	175	41	119448	39636	0	0	0	0	50	2	3305718	1	1
TMX1	338961	610	38	112212	28890	0	0	0	0	50	0	2633742	1	1
TMX2	922344	354	11	116802	32400	0	0	0	0	50	0	2083266	1	1
TMX3	70753	920	-24	186408	44442	0	0	0	0	50	2	3134160	1	1
TNC	194891	374	0	844776	242244	0	0	0	0	50	0	3764232	1	1
TNF	2517285	220	35	88182	27486	0	0	0	0	50	0	3310524	1	1
TNFAIP1	1405196	214	10	123012	34290	0	0	0	0	50	3	3412908	1	1
TNFAIP2	952836	211	40	246672	78138	0	0	0	0	50	2	3455298	1	1
TNFAIP3	315946	256	51	307854	81756	0	0	0	0	50	0	2967786	1	1
TNFAIP6	216177	589	24	111564	27108	0	0	0	0	50	3	3493044	1	1
TNFAIP8	305890	296	55	78894	19116	0	0	0	0	50	0	2679642	1	1
TNFAIP8L1	921603	203	35	68364	23166	0	0	0	0	50	2	3249126	1	1
TNFAIP8L2	1562281	184	33	68580	21978	0	0	0	0	50	0	3179952	1	1
TNFAIP8L3	285978	427	26	112428	31590	0	0	0	0	50	0	3024324	1	1
TNFRSF10A	633411	240	42	180684	53082	0	0	0	0	50	2	3706290	1	1
TNFRSF10B	694327	213	48	171072	48438	0	0	0	0	50	3	2486106	1	1
TNFRSF10C	648331	237	48	99738	29214	0	0	0	0	50	3	3482838	1	1
TNFRSF10D	640871	237	45	149202	44388	0	0	0	0	50	1	3363930	1	1
TNFRSF11A	145370	264	42	238194	67824	0	0	0	0	50	0	3126924	1	1
TNFRSF11B	179358	381	9	158976	38988	0	0	0	0	50	0	3034044	1	1
TNFRSF12A	1443513	234	49	49194	16254	0	0	0	0	50	0	2874960	1	1
TNFRSF13B	1122696	237	2	113562	32238	0	0	0	0	50	0	2626182	1	1
TNFRSF13C	1335011	323	67	65772	25758	0	0	0	0	50	7	2426868	1	1
TNFRSF14	339388	228	38	111402	31158	0	0	0	0	50	2	2612952	1	1
TNFRSF17	571257	441	64	71928	19278	0	0	0	0	50	1	2953962	1	1
TNFRSF18	2356409	196	27	126900	34614	0	0	0	0	50	0	4057344	1	1
TNFRSF19	181889	614	32	166536	46494	0	0	0	0	50	0	2913894	1	1
TNFRSF1A	2670962	198	46	176688	50760	0	0	0	0	50	2	4110048	1	1
TNFRSF1B	516231	263	32	177876	52812	0	0	0	0	50	0	3002616	1	1
TNFRSF21	206419	389	1	248076	73980	0	0	0	0	50	1	4043790	1	1
TNFRSF25	644634	203	44	167832	46170	0	0	0	0	50	1	3256362	1	1
TNFRSF4	2356409	196	27	106164	33156	0	0	0	0	50	0	4057344	1	1
TNFRSF8	517022	191	35	230472	68580	0	0	0	0	50	0	2954340	1	1
TNFRSF9	381467	207	24	102546	26406	0	0	0	0	50	1	3244104	1	1
TNFSF10	319022	263	23	112806	27162	0	0	0	0	50	2	3877848	1	1
TNFSF12	NaN	NaN	NaN	94284	31752	0	0	0	0	50	6	6045408	1	1
TNFSF12-TNFSF13	1957426	194	24	128952	39042	0	0	0	0	50	2	3333366	1	1
TNFSF13	1957426	194	24	97470	29214	0	0	0	0	50	2	3333366	1	1
TNFSF13B	66992	899	1	110430	32130	0	0	0	0	50	0	2977938	1	1
TNFSF14	745830	259	29	89964	29754	0	0	0	0	50	0	3484566	1	1
TNFSF15	249550	286	-8	97254	27162	0	0	0	0	50	1	3272994	1	1
TNFSF18	251425	492	0	78462	20196	0	0	0	0	50	2	3264408	1	1
TNFSF4	293612	492	-1	71280	19440	0	0	0	0	50	3	3814830	1	1
TNFSF8	241285	318	-9	90936	25218	0	0	0	0	50	2	3042144	1	1
TNIK	146464	805	25	539298	142884	0	0	0	0	50	0	2607606	1	1
TNIP1	892080	382	27	251802	68796	0	0	0	0	50	0	3175632	1	1
TNIP2	628294	228	46	164484	48708	0	0	0	0	50	1	3537162	1	1
TNIP3	214178	900	4	135756	29808	0	0	0	0	50	0	2931444	1	1
TNK1	1911735	206	36	246564	82944	0	0	0	0	50	2	3348000	1	1
TNK2	934412	285	48	417258	135324	0	0	0	0	50	2	3659310	1	1
TNKS	106755	854	20	512514	150066	0	0	0	0	50	2	3315870	1	1
TNKS1BP1	929334	250	-20	644544	203364	0	0	0	0	2	0	394308	1	1
TNKS2	333272	331	15	457326	126684	0	0	0	0	50	0	3341250	1	1
TNMD	182582	NaN	-2	127656	30780	0	0	0	0	50	2	2833650	1	1
TNNC1	1078407	229	62	67770	14526	0	0	0	0	50	2	3169530	1	1
TNNC2	742720	180	48	67392	14418	0	0	0	0	50	2	2336634	1	1
TNNI1	857879	209	26	74952	20952	0	0	0	0	50	0	2545776	1	1
TNNI2	916434	481	33	77112	18792	0	0	0	0	50	0	3229902	1	1
TNNI3	1036976	266	-1	82728	23868	0	0	0	0	50	0	2236032	1	1
TNNI3K	87070	1135	-16	381942	98388	0	0	0	0	50	1	4011336	1	1
TNNT1	1036976	266	-1	116370	27648	0	0	0	0	50	0	2236032	1	1
TNNT2	857879	209	26	131814	26784	0	0	0	0	50	0	2545776	1	1
TNNT3	827096	481	53	123984	25542	0	0	0	0	50	3	3798576	1	1
TNP1	261601	642	23	22788	5400	0	0	0	0	34	0	1607256	1	1
TNP2	632841	308	37	55080	13446	0	0	0	0	50	2	3327642	1	1
TNPO1	469585	388	30	362070	90396	0	0	0	0	50	2	3179682	1	1
TNPO2	1959466	226	29	356562	95742	0	0	0	0	50	1	3553848	1	1
TNPO3	821362	361	52	362286	101034	0	0	0	0	50	2	3666114	1	1
TNRC18	1893797	256	14	1096740	364338	0	0	0	0	20	0	1759590	1	1
TNRC6B	502506	484	34	722844	202662	0	0	0	0	41	2	2983608	1	1
TNRC6C	620383	217	26	657990	194454	0	0	0	0	50	0	3471660	1	1
TNS1	500812	399	23	659826	202014	0	0	0	0	50	2	3341358	1	1
TNS3	192490	488	16	555012	164592	0	0	0	0	50	1	2703834	1	1
TOB1	1152451	161	15	132624	35856	0	0	0	0	50	1	2598372	1	1
TOB2	1480984	187	73	128790	39528	0	0	0	0	50	5	2509002	1	1
TOE1	994992	249	29	201258	57456	0	0	0	0	50	1	3463398	1	1
TOLLIP	1373249	311	46	106380	30510	0	0	0	0	50	0	4488048	1	1
TOM1	362269	241	-24	192996	56160	0	0	0	0	50	2	3563730	1	1
TOM1L1	131125	869	-61	192456	48924	0	0	0	0	50	1	2730834	1	1
TOM1L2	1093302	173	22	198990	56970	0	0	0	0	50	0	2677482	1	1
TOMM20	583355	168	26	58428	15120	0	0	0	0	50	1	3035556	1	1
TOMM20L	290701	552	46	61830	15768	0	0	0	0	50	3	2820744	1	1
TOMM22	1056349	262	45	55350	16416	0	0	0	0	50	3	3686796	1	1
TOMM34	952219	282	32	121338	33210	0	0	0	0	50	2	3073896	1	1
TOMM40	961910	196	2	140022	42714	0	0	0	0	50	0	2539620	1	1
TOMM5	511883	338	34	40176	11502	0	0	0	0	50	2	2955150	1	1
TOMM7	956904	381	19	23166	5670	0	0	0	0	35	0	1956150	1	1
TOP1	383646	129	14	315198	70038	0	0	2	0	18	2	1085562	1	1
TOP1MT	1770114	220	27	237546	64098	0	0	0	0	50	0	3322566	1	1
TOP2A	1220026	191	23	616086	150498	0	0	0	0	50	2	3213972	1	1
TOP2B	216871	636	-6	649080	161892	0	0	0	0	22	2	2199312	1	1
TOP3B	471565	474	58	338094	92664	0	0	0	0	50	1	2195208	1	1
TOPBP1	406166	396	37	599778	157896	0	0	0	0	50	2	3316302	1	1
TOPORS	474275	362	-7	397548	112104	0	0	0	0	32	3	2305098	1	1
TOR1A	600401	187	44	130086	34668	0	0	0	0	50	1	3249072	1	1
TOR1AIP2	470940	364	5	231390	63612	0	0	0	0	50	0	3409668	1	1
TOR1B	600401	187	44	129762	36936	0	0	0	0	50	1	3249072	1	1
TOR2A	1098647	172	32	149256	37206	0	0	0	0	50	1	2736018	1	1
TOR3A	345937	301	4	153360	43308	0	0	0	0	50	1	3347730	1	1
TOX	192821	695	19	204930	56376	0	0	0	0	50	2	2607066	1	1
TOX2	639806	396	14	208872	64098	0	0	1	0	50	4	3040146	1	1
TOX3	62431	993	-53	232956	64476	0	0	0	0	50	0	2875608	1	1
TOX4	707390	470	30	235818	71820	0	0	0	0	50	3	3592242	1	1
TP53	2069567	213	34	166806	46062	0	0	0	0	50	1	2798550	1	1
TP53AIP1	195815	580	-2	40878	12744	0	0	0	0	50	1	2916972	1	1
TP53BP1	794398	368	43	765828	212976	0	0	0	0	50	1	3871530	1	1
TP53BP2	609494	361	4	442098	120528	0	0	0	0	50	1	3151008	1	1
TP53I11	131819	609	16	74412	21816	0	0	0	0	50	0	2553876	1	1
TP53I13	760947	353	26	144666	51030	0	0	0	0	50	0	3661254	1	1
TP53I3	269570	385	38	126360	38718	0	0	0	0	50	1	3054024	1	1
TP53INP1	418153	395	48	98712	24246	0	0	0	0	50	1	3213810	1	1
TP53INP2	1047752	147	47	82350	27000	0	0	0	0	50	1	3537162	1	1
TP53RK	292810	636	33	93690	30402	0	0	0	0	50	0	2372706	1	1
TP53TG3	NaN	NaN	NaN	135918	48276	0	0	0	0	50	6	6061932	1	1
TP53TG3B	NaN	NaN	NaN	135918	48276	0	0	0	0	50	6	6061932	1	1
TP53TG5	1037999	382	35	114210	30456	0	0	0	0	50	0	2643570	1	1
TP73	249590	288	20	260496	64152	0	0	0	0	50	1	2904012	1	1
TPBG	131014	486	-3	152550	52056	0	0	0	0	50	0	3454434	1	1
TPCN2	729282	416	50	294678	86832	0	0	2	0	50	4	3589650	1	1
TPD52	211901	353	43	101358	27108	0	0	0	0	50	1	2834460	1	1
TPD52L1	124606	243	-26	83430	20088	0	0	0	0	50	0	2890404	1	1
TPD52L2	1140529	206	40	91044	25920	0	0	0	0	50	3	2622888	1	1
TPD52L3	355544	469	16	63018	18792	0	0	0	0	50	1	2812482	1	1
TPH1	645462	571	16	177660	44766	0	0	0	0	50	1	2957796	1	1
TPH2	223598	619	-18	193806	51300	0	0	0	0	50	1	3401460	1	1
TPI1	2822601	232	32	112104	31590	0	0	1	0	50	2	3134160	1	1
TPK1	123029	998	-17	98820	24948	0	0	0	0	50	1	3388986	1	1
TPM1	431470	321	19	182250	44874	0	0	0	0	50	1	2995380	1	1
TPM2	1202125	248	37	137430	33318	0	0	0	0	50	2	3153060	1	1
TPM3	2028928	185	35	165888	40662	0	0	0	0	50	2	2572290	1	1
TPM4	803963	298	26	132300	33102	0	0	0	0	50	1	3550230	1	1
TPMT	487819	397	-1	100764	23976	0	0	0	0	50	3	2964546	1	1
TPO	56524	599	-23	356400	107730	0	0	0	0	50	1	2655288	1	1
TPP1	424523	491	17	216378	65826	0	0	0	0	7	0	793638	1	1
TPP2	195408	521	20	493398	132408	0	0	0	0	50	2	3027942	1	1
TPPP	683895	411	28	83808	25056	0	0	0	0	50	4	3036690	1	1
TPPP2	971417	320	12	67554	17820	0	0	0	0	50	0	2726676	1	1
TPPP3	1115833	153	42	69336	18630	0	0	0	0	50	3	3641058	1	1
TPRA1	682035	336	42	153144	35100	0	0	0	0	50	5	4137318	1	1
TPRG1	131839	421	1	108108	29268	0	0	0	0	50	2	2886138	1	1
TPRG1L	250027	288	16	104058	31536	0	0	0	0	50	0	2871234	1	1
TPRKB	978005	466	31	69552	18576	0	0	0	0	50	1	3368358	1	1
TPRX1	881316	336	39	145584	55620	0	0	0	0	50	2	3413664	1	1
TPSAB1	1275017	294	21	105138	31914	0	0	0	0	50	3	3326022	1	1
TPSB2	1275017	294	21	104706	32508	0	0	0	0	50	3	3326022	1	1
TPSD1	1150864	215	36	93204	27810	0	0	0	0	50	3	2900124	1	1
TPSG1	1275017	294	21	119340	41040	0	0	0	0	50	3	3326022	1	1
TPST1	551438	412	26	143208	40176	0	0	0	0	50	2	3246156	1	1
TPST2	162211	501	-14	141858	45090	0	0	0	0	50	1	3285792	1	1
TPT1	680643	296	78	71550	16092	0	0	0	0	50	3	3259980	1	1
TPTE	30271	1268	-81	224910	56970	0	0	0	0	50	2	2014200	1	1
TPTE2	288628	778	-16	214542	52596	0	0	0	0	50	2	2400030	1	1
TPX2	890615	237	23	297378	76518	0	0	0	0	50	0	2225340	1	1
TRA2A	432206	231	23	109134	32940	0	0	0	0	50	0	2769066	1	1
TRA2B	978158	213	30	112968	32670	0	0	1	0	34	1	1839618	1	1
TRABD	944000	242	49	145638	43416	0	0	0	0	50	1	3596616	1	1
TRAF1	645995	270	39	160110	46440	0	0	0	0	50	7	3662226	1	1
TRAF2	1950713	176	39	196020	54432	0	0	0	0	50	2	3477114	1	1
TRAF3	719158	178	49	226044	56970	0	0	0	0	50	2	2289060	1	1
TRAF3IP1	295666	345	32	276480	70200	0	0	0	0	50	0	3019842	1	1
TRAF3IP2	320530	201	32	217890	62370	0	0	0	0	50	2	3027942	1	1
TRAF3IP3	220312	429	18	220590	57402	0	0	0	0	50	2	3303018	1	1
TRAF4	1695792	208	40	180846	51948	0	0	0	0	50	2	3870774	1	1
TRAF5	298152	424	2	223074	54432	0	0	0	0	50	0	3312306	1	1
TRAF6	98751	412	-8	206064	52002	0	0	0	0	50	0	3133674	1	1
TRAF7	2179404	224	39	266166	72900	0	0	0	0	50	2	2962008	1	1
TRAFD1	730140	239	40	229176	61290	0	0	0	0	50	2	3896694	1	1
TRAIP	1306720	191	39	187326	50166	0	0	0	0	50	0	3303450	1	1
TRAK1	313554	321	29	413748	121824	0	0	0	0	50	1	3144852	1	1
TRAM1	240060	535	28	149418	39312	0	0	0	0	50	1	2780676	1	1
TRAM1L1	24934	NaN	-31	140454	39366	0	0	0	0	50	4	2940948	1	1
TRAM2	421188	378	33	147312	39474	0	0	0	0	50	0	2890674	1	1
TRANK1	391968	523	0	1130922	305370	0	0	1	0	50	1	3197016	1	1
TRAP1	611617	242	43	276372	78246	0	0	0	0	50	1	3603096	1	1
TRAPPC1	1794630	337	33	57078	16146	0	0	0	0	50	1	2983068	1	1
TRAPPC10	860750	202	62	492210	134406	0	0	0	0	50	3	2587680	1	1
TRAPPC2	135235	NaN	48	72522	16416	0	0	0	0	50	0	3025188	1	1
TRAPPC2L	860087	252	37	57024	14418	0	0	0	0	50	0	3714660	1	1
TRAPPC3	800052	190	31	71550	19332	0	0	0	0	50	0	3347946	1	1
TRAPPC4	1457410	180	55	84888	24624	0	0	0	0	50	1	2840616	1	1
TRAPPC5	688482	384	31	69390	23436	0	0	0	0	50	2	3435588	1	1
TRAPPC6A	1230654	243	41	67932	20196	0	0	0	0	50	3	3732912	1	1
TRAPPC6B	314417	166	13	65124	15390	0	0	0	0	50	2	2918700	1	1
TRAPPC9	327071	689	16	480924	139698	0	0	0	0	50	3	3743874	1	1
TRAT1	107009	961	-15	76410	17712	0	0	0	0	50	1	3430026	1	1
TRDMT1	558326	451	5	156492	40824	0	0	0	0	50	1	2997594	1	1
TRDN	23697	1090	-16	315090	65934	0	0	0	0	50	2	3262950	1	1
TREH	1449531	161	45	229716	63342	0	0	0	0	50	3	3532464	1	1
TREM1	270628	607	34	89802	26676	0	0	0	0	50	0	2277882	1	1
TREM2	227466	611	41	88884	26298	0	0	0	0	50	0	2339874	1	1
TREML1	227466	611	41	116802	38070	0	0	0	0	50	0	2339874	1	1
TREML2	227466	611	41	121446	37638	0	0	0	0	50	0	2339874	1	1
TREML4	249047	607	38	78516	22410	0	0	0	0	50	0	2554308	1	1
TRERF1	746644	342	44	458460	133650	0	0	0	0	50	1	3473334	1	1
TREX1	1480689	223	45	132192	47952	0	0	0	0	50	0	3429162	1	1
TREX2	971101	NaN	7	85536	30132	0	0	0	0	50	1	2083698	1	1
TRH	329991	389	43	91476	27918	0	0	0	0	50	0	3269646	1	1
TRHDE	66026	995	-40	399924	110214	0	0	0	0	50	0	3570534	1	1
TRHR	151352	616	18	151848	43038	0	0	0	0	50	2	2540970	1	1
TRIAP1	1573849	216	44	31914	6804	0	0	0	0	30	1	1521072	1	1
TRIB1	322911	193	40	138348	44226	0	0	0	0	50	1	3004128	1	1
TRIL	67820	570	21	287658	106974	0	0	0	0	50	2	2947644	1	1
TRIM10	1932849	486	48	196290	56106	0	0	0	0	50	1	3076056	1	1
TRIM11	682437	316	7	175068	56106	0	0	0	0	50	1	3956958	1	1
TRIM13	337743	357	44	158814	41580	0	0	0	0	50	1	3125142	1	1
TRIM14	484638	272	48	168804	51030	0	0	0	0	50	0	3092148	1	1
TRIM15	1932849	486	48	178740	51624	0	0	0	0	50	1	3076056	1	1
TRIM16	471003	431	-19	218754	59076	0	0	0	0	50	1	2998134	1	1
TRIM16L	752804	391	-6	136728	35478	0	0	0	0	50	1	2613870	1	1
TRIM17	654512	278	7	202122	58860	0	0	0	0	50	1	4338846	1	1
