Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome
RSPH4A	1	1	0.530317707	6
RSPH6A	1	1	0.196049556	19
RSPH9	1	1	0.014979754	6
RSPO1	1	1	0.047514733	1
RSPO2	1	1	0.008731173	8
RSPO4	1	1	0.17616189	20
RSPRY1	1	1	0.29932222	16
RSRC2	1	1	0.468194363	12
RSU1	1	1	0.202868354	10
RTBDN	1	1	0.046998521	19
RTCA	1	1	0.526407147	1
RTDR1	1	1	0.283040321	22
RTEL1	1	1	0.001226779	20
RTKN2	1	1	0.139338234	10
RTL1	1	1	0.275933488	14
RTN1	1	1	0.06642128	14
RTN2	1	1	0.059405	19
RTN4	1	1	0.605216493	2
RTN4R	1	1	0.126560273	22
RTN4RL1	1	1	0.405118589	17
RTN4RL2	1	1	0.040191646	11
RTP1	1	1	0.003106693	3
RTP2	1	1	0.038247136	3
RTP3	1	1	0.229658749	3
RTP4	1	1	0.088548869	3
RTTN	1	1	0.362391849	18
RUFY1	1	1	0.078190944	5
RUFY3	1	1	0.448945041	4
RUFY4	1	1	0.163624786	2
RUNDC3A	1	1	0.189743139	17
RUNDC3B	1	1	0.022466739	7
RUNX1T1	1	1	0.029466407	8
RUNX2	1	1	0.096305341	6
RUNX3	1	1	0.405068247	1
RUSC1	1	1	0.022957996	1
RUSC2	1	1	0.096693213	9
RUVBL1	1	1	0.192190679	3
RUVBL2	1	1	0.240094388	19
RWDD1	1	1	0.323697862	6
RWDD2A	1	1	0.392322837	6
RWDD2B	1	1	0.019633648	21
RWDD4	1	1	0.218817127	4
RXFP1	1	1	0.111974551	4
RXFP2	1	1	0.396168404	13
RXFP3	1	1	0.014206696	5
RXFP4	1	1	0.01810515	1
RXRA	1	1	0.131919816	9
RYBP	1	1	0.643119933	3
RYK	1	1	0.149504719	3
RYR1	1	1	0.028609075	19
RYR2	1	1	0.014399829	1
RYR3	1	1	0.125644801	15
S100A1	1	1	0.089434773	1
S100A10	1	1	0.046333257	1
S100A11	1	1	0.066049825	1
S100A12	1	1	0.018559766	1
S100A13	1	1	0.023099341	1
S100A14	1	1	0.036564483	1
S100A16	1	1	0.02862685	1
S100A2	1	1	0.028173596	1
S100A3	1	1	0.134669469	1
S100A4	1	1	0.145137076	1
S100A5	1	1	0.110224705	1
S100A6	1	1	0.046940581	1
S100A7	1	1	0.13889624	1
S100A7A	1	1	0.436912249	1
S100A7L2	1	1	0.008631357	1
S100A8	1	1	0.006633939	1
S100A9	1	1	0.108901717	1
S100B	1	1	0.048299954	21
S100G	1	1	0.103976975	X
S100P	1	1	0.152178746	4
S100PBP	1	1	0.113622069	1
S100Z	1	1	0.153604407	5
S1PR1	1	1	0.074769365	1
S1PR2	1	1	0.008982761	19
S1PR3	1	1	0.208264129	9
S1PR4	1	1	0.074043399	19
S1PR5	1	1	0.029692286	19
SAA1	1	1	0.222532912	11
SAA2	1	1	0.04343665	11
SAA4	1	1	0.305088399	11
SACM1L	1	1	0.034995821	3
SACS	1	1	0.0701495	13
SAE1	1	1	0.194085229	19
SAFB	1	1	0.696168679	19
SAFB2	1	1	0.527877768	19
SAG	1	1	0.097213521	2
SAGE1	1	1	0.345077237	X
SALL1	1	1	0.004365636	16
SALL2	1	1	0.060128736	14
SALL3	1	1	0.134227505	18
SALL4	1	1	0.009650162	20
SAMD1	1	1	0.021859185	19
SAMD10	1	1	0.078275125	20
SAMD11	1	1	0.039523218	1
SAMD12	1	1	0.018043091	8
SAMD13	1	1	0.15004494	1
SAMD14	1	1	0.036898503	17
SAMD15	1	1	0.20210649	14
SAMD3	1	1	0.371205454	6
SAMD4B	1	1	0.034504086	19
SAMD5	1	1	0.240802209	6
SAMD7	1	1	0.010799169	3
SAMD8	1	1	0.010922027	10
SAMD9	1	1	0.017981305	7
SAMD9L	1	1	0.220726524	7
SAMM50	1	1	0.1328886	22
SAMSN1	1	1	0.008192312	21
SAP130	1	1	0.103595947	2
SAP18	1	1	0.039240952	13
SAP25	1	1	0.084216555	7
SAP30	1	1	0.063322008	4
SAP30BP	1	1	0.183702968	17
SAP30L	1	1	0.051224086	5
SAPCD1	1	1	0.064910295	6
SAPCD2	1	1	0.202794989	9
SAR1A	1	1	0.128793295	10
SAR1B	1	1	0.408369267	5
SARDH	1	1	0.012848603	9
SARM1	1	1	0.462405511	17
SARNP	1	1	0.3299302	12
SARS	1	1	0.11694021	1
SARS2	1	1	0.238255742	19
SART1	1	1	0.040544899	11
SART3	1	1	0.088849956	12
SASH1	1	1	0.183326605	6
SASH3	1	1	0.073940729	X
SASS6	1	1	0.102977595	1
SAT2	1	1	0.19830254	17
SATB1	1	1	0.306539817	3
SATB2	1	1	0.541818321	2
SAYSD1	1	1	0.300685818	6
SBDS	1	1	0.052302652	7
SBF1	1	1	0.318390249	22
SBF2	1	1	0.058739156	11
SBK1	1	1	0.040491003	16
SBK2	1	1	0.014992695	19
SBNO2	1	1	0.347541803	19
SBSN	1	1	0.298024028	19
SBSPON	1	1	0.038428645	8
SC5D	1	1	0.070882344	11
SCAI	1	1	0.440790536	9
SCAMP1	1	1	0.436644208	5
SCAMP2	1	1	0.373256839	15
SCAMP4	1	1	0.331642194	19
SCAMP5	1	1	0.051791813	15
SCAND1	1	1	0.08130431	20
SCAND3	1	1	0.068349542	6
SCAPER	1	1	0.327703587	15
SCARA3	1	1	0.01637213	8
SCARA5	1	1	0.628028783	8
SCARB1	1	1	0.040030526	12
SCARB2	1	1	0.09885358	4
SCARF1	1	1	0.101752318	17
SCARF2	1	1	0.332726277	22
SCCPDH	1	1	0.045456461	1
SCD	1	1	0.193998238	10
SCD5	1	1	0.189495118	4
SCEL	1	1	0.233286026	13
SCFD1	1	1	0.143539525	14
SCFD2	1	1	0.006834226	4
SCG2	1	1	0.078367176	2
SCG3	1	1	0.173188542	15
SCG5	1	1	0.26042806	15
SCGB1A1	1	1	0.150206645	11
SCGB1C1	1	1	0.31921215	11
SCGB1D1	1	1	0.070874515	11
SCGB1D2	1	1	0.12144745	11
SCGB1D4	1	1	0.048121494	11
SCGB2A1	1	1	0.169055761	11
SCGB2A2	1	1	0.066704004	11
SCGB2B2	1	1	0.052551133	19
SCGB3A1	1	1	0.058839712	5
SCGB3A2	1	1	0.064363231	5
SCGN	1	1	0.007260767	6
SCIMP	1	1	0.104509498	17
SCLT1	1	1	0.361138438	4
SCLY	1	1	0.05072536	2
SCMH1	1	1	0.053385768	1
SCML1	1	1	0.30264912	X
SCML2	1	1	0.175995963	X
SCML4	1	1	0.053952361	6
SCN10A	1	1	0.390837749	3
SCN11A	1	1	0.437451689	3
SCN1A	1	1	0.103301638	2
SCN1B	1	1	0.019280037	19
SCN2A	1	1	0.055361593	2
SCN2B	1	1	0.060636138	11
SCN3A	1	1	0.162343524	2
SCN3B	1	1	0.031926428	11
SCN4A	1	1	0.009327708	17
SCN4B	1	1	0.183878143	11
SCN5A	1	1	0.022820902	3
SCN7A	1	1	0.258361721	2
SCN8A	1	1	0.077459771	12
SCN9A	1	1	0.0519174	2
SCNM1	1	1	0.04722501	1
SCNN1A	1	1	0.096156415	12
SCNN1B	1	1	0.035813034	16
SCNN1D	1	1	0.462275842	1
SCNN1G	1	1	0.014109169	16
SCO1	1	1	0.048862264	17
SCO2	1	1	0.241450597	22
SCOC	1	1	0.262169011	4
SCP2	1	1	0.536965107	1
SCP2D1	1	1	0.024548476	20
SCPEP1	1	1	0.164420384	17
SCRG1	1	1	0.32967205	4
SCRIB	1	1	0.055383974	8
SCRN1	1	1	0.032765162	7
SCRN2	1	1	0.050342708	17
SCRT1	1	1	0.018152022	8
SCRT2	1	1	0.052423908	20
SCT	1	1	0.278693746	11
SCTR	1	1	0.236251526	2
SCUBE1	1	1	0.104443083	22
SCUBE2	1	1	0.019739215	11
SCUBE3	1	1	0.027119637	6
SCYL1	1	1	0.311591269	11
SCYL2	1	1	0.025775434	12
SCYL3	1	1	0.077705921	1
SDC1	1	1	0.239286219	2
SDC2	1	1	0.008016486	8
SDCBP	1	1	0.024892981	8
SDCBP2	1	1	0.027190523	20
SDCCAG3	1	1	0.295768013	9
SDCCAG8	1	1	0.099190595	1
SDE2	1	1	0.263429685	1
SDF2	1	1	0.232230525	17
SDF2L1	1	1	0.187656078	22
SDF4	1	1	0.007549114	1
SDHA	1	1	0.02979469	5
SDHAF2	1	1	0.108969038	11
SDHB	1	1	0.129969809	1
SDHC	1	1	0.27805086	1
SDHD	1	1	0.127091123	11
SDK1	1	1	0.012483721	7
SDK2	1	1	0.054570015	17
SDPR	1	1	0.098984858	2
SDR16C5	1	1	0.048831765	8
SDR42E1	1	1	0.406784682	16
SDR42E2	1	1	0.298734642	16
SDR9C7	1	1	0.022176757	12
SDS	1	1	0.02215635	12
SDSL	1	1	0.043038996	12
SEBOX	1	1	0.107266908	17
SEC11A	1	1	0.139887969	15
SEC11C	1	1	0.476871473	18
SEC14L1	1	1	0.162042726	17
SEC14L2	1	1	0.271684971	22
SEC14L3	1	1	0.025796155	22
SEC14L4	1	1	0.088520081	22
SEC14L5	1	1	0.055059143	16
SEC16A	1	1	0.10732931	9
SEC16B	1	1	0.015917264	1
SEC22B	1	1	0.020458711	1
SEC22C	1	1	0.144869273	3
SEC23A	1	1	0.227154928	14
SEC23B	1	1	0.004994662	20
SEC23IP	1	1	0.134051638	10
SEC24A	1	1	0.131144351	5
SEC24B	1	1	0.56731609	4
SEC24C	1	1	0.340748895	10
SEC31A	1	1	0.424216789	4
SEC31B	1	1	0.045076705	10
SEC61A1	1	1	0.099191613	3
SEC61A2	1	1	0.010633373	10
SEC61B	1	1	0.284786579	9
SEC61G	1	1	0.051858532	7
SEC62	1	1	0.04076864	3
SECISBP2	1	1	0.325729723	9
SECISBP2L	1	1	0.460858238	15
SEH1L	1	1	0.232033119	18
SEL1L2	1	1	0.040010684	20
SEL1L3	1	1	0.178012102	4
SELE	1	1	0.192813939	1
SELENBP1	1	1	0.007483153	1
SELL	1	1	0.049635745	1
SELM	1	1	0.144580431	22
SELO	1	1	0.245097856	22
SELPLG	1	1	0.033352868	12
SELRC1	1	1	0.04835151	1
SELT	1	1	0.062105215	3
SELV	1	1	0.028718674	19
SEMA3A	1	1	0.010971821	7
SEMA3B	1	1	0.244527771	3
SEMA3D	1	1	0.111832669	7
SEMA3E	1	1	0.41963748	7
SEMA3F	1	1	0.361629254	3
SEMA3G	1	1	0.181761722	3
SEMA4A	1	1	0.024636603	1
SEMA4B	1	1	0.015095677	15
SEMA4C	1	1	0.349019163	2
SEMA4D	1	1	0.293945827	9
SEMA4F	1	1	0.275621344	2
SEMA4G	1	1	0.038330224	10
SEMA5A	1	1	0.056619401	5
SEMA5B	1	1	0.033414628	3
SEMA6A	1	1	0.147445581	5
SEMA6B	1	1	0.189694071	19
SEMA6C	1	1	0.07202655	1
SEMA6D	1	1	0.105552285	15
SEMA7A	1	1	0.029628399	15
SEMG1	1	1	0.047310934	20
SEMG2	1	1	0.165554102	20
SENP1	1	1	0.40789124	12
SENP2	1	1	0.114645687	3
SENP5	1	1	0.012127337	3
SEPHS1	1	1	0.082743028	10
SEPHS2	1	1	0.035299295	16
SEPN1	1	1	0.494171132	1
SEPP1	1	1	0.331578743	5
SEPSECS	1	1	0.363962205	4
SEPW1	1	1	0.290776482	19
SERBP1	1	1	0.283674443	1
SERF2	1	1	0.336707493	15
SERGEF	1	1	0.098787457	11
SERHL2	1	1	0.479419709	22
SERINC1	1	1	0.047062137	6
SERINC2	1	1	0.023274692	1
SERINC3	1	1	0.009481212	20
SERINC4	1	1	0.159050046	15
SERINC5	1	1	0.146667725	5
SERP1	1	1	0.042268691	3
SERP2	1	1	0.14444417	13
SERPINA10	1	1	0.021074872	14
SERPINA11	1	1	0.362517119	14
SERPINA12	1	1	0.00539708	14
SERPINA3	1	1	0.041935705	14
SERPINA4	1	1	0.223746036	14
SERPINA5	1	1	0.009538095	14
SERPINA6	1	1	0.115855246	14
SERPINA7	1	1	0.090413477	X
SERPINA9	1	1	0.078003248	14
SERPINB1	1	1	0.037731335	6
SERPINB10	1	1	0.4003155	18
SERPINB12	1	1	0.19279312	18
SERPINB13	1	1	0.386323772	18
SERPINB2	1	1	0.390929103	18
SERPINB3	1	1	0.016426055	18
SERPINB4	1	1	0.028845571	18
SERPINB5	1	1	0.212472994	18
SERPINB6	1	1	0.021451188	6
SERPINB7	1	1	0.290462477	18
SERPINB8	1	1	0.561830573	18
SERPINB9	1	1	0.011902968	6
SERPINC1	1	1	0.041026127	1
SERPIND1	1	1	0.232325513	22
SERPINE1	1	1	0.132874929	7
SERPINE2	1	1	0.112773736	2
SERPINE3	1	1	0.054693276	13
SERPINF1	1	1	0.061834096	17
SERPINF2	1	1	0.110961375	17
SERPING1	1	1	0.100532351	11
SERPINH1	1	1	0.026052158	11
SERPINI2	1	1	0.019104708	3
SERTAD1	1	1	0.014528349	19
SERTAD2	1	1	0.230819919	2
SERTAD3	1	1	0.02935002	19
SERTAD4	1	1	0.018239717	1
SERTM1	1	1	0.265983755	13
SESN1	1	1	0.389963108	6
SESN2	1	1	0.093736455	1
SESN3	1	1	0.42833723	11
SET	1	1	0.157287829	9
SETBP1	1	1	0.224532839	18
SETD1A	1	1	0.029038094	16
SETD1B	1	1	0.626221841	12
SETD3	1	1	0.169282981	14
SETD4	1	1	0.211030091	21
SETD6	1	1	0.096262007	16
SETD7	1	1	0.462075372	4
SETD8	1	1	0.141530622	12
SETD9	1	1	0.10150895	5
SETDB1	1	1	0.049511401	1
SETMAR	1	1	0.402044145	3
SETX	1	1	0.167727493	9
SEZ6	1	1	0.070288254	17
SEZ6L	1	1	0.059781482	22
SEZ6L2	1	1	0.134566371	16
SF3A1	1	1	0.447685522	22
SF3A2	1	1	0.384450566	19
SF3A3	1	1	0.709754975	1
SF3B1	1	1	0.012190939	2
SF3B14	1	1	0.177460668	2
SF3B2	1	1	0.435383314	11
SF3B3	1	1	0.023001348	16
SF3B5	1	1	0.202069718	6
SFI1	1	1	0.080788933	22
SFMBT2	1	1	0.042414084	10
SFN	1	1	0.092037999	1
SFR1	1	1	0.122842912	10
SFRP1	1	1	0.08677287	8
SFRP2	1	1	0.486516053	4
SFRP4	1	1	0.003534382	7
SFRP5	1	1	0.078243079	10
SFSWAP	1	1	0.116317383	12
SFT2D1	1	1	0.267319116	6
SFT2D2	1	1	0.098485843	1
SFTA2	1	1	0.074531853	6
SFTA3	1	1	0.024542858	14
SFTPA1	1	1	0.182194503	10
SFTPA2	1	1	0.107734507	10
SFTPB	1	1	0.174363737	2
SFTPC	1	1	0.202089549	8
SFTPD	1	1	0.116180256	10
SFXN1	1	1	0.133424391	5
SFXN2	1	1	0.105252932	10
SFXN3	1	1	0.213392101	10
SFXN4	1	1	0.269888764	10
SFXN5	1	1	0.650278671	2
SG223_HUMAN	1	1	0.294868373	8
SGCA	1	1	0.085499908	17
SGCB	1	1	0.153963568	4
SGCD	1	1	0.143786779	5
SGCE	1	1	0.284676819	7
SGCG	1	1	0.113242387	13
SGCZ	1	1	0.297264025	8
SGIP1	1	1	0.088055619	1
SGK1	1	1	0.609469199	6
SGK196	1	1	0.041417238	8
SGK2	1	1	0.022489825	20
SGK223	1	1	0.339552995	8
SGK3	1	1	0.010076682	8
SGK494	1	1	0.090122145	17
SGMS1	1	1	0.126478641	10
SGOL1	1	1	0.158092166	3
SGOL2	1	1	0.026169377	2
SGPL1	1	1	0.302961237	10
SGPP1	1	1	0.195465132	14
SGPP2	1	1	0.025525548	2
SGSH	1	1	0.012230347	17
SGSM1	1	1	0.183020103	22
SGSM2	1	1	0.157355096	17
SGSM3	1	1	0.123069654	22
SGTA	1	1	0.317684051	19
SGTB	1	1	0.562009545	5
SH2B1	1	1	0.09524459	16
SH2B2	1	1	0.018645376	7
SH2B3	1	1	0.096365966	12
SH2D1A	1	1	0.228288747	X
SH2D1B	1	1	0.023228221	1
SH2D2A	1	1	0.018931949	1
SH2D3A	1	1	0.046080124	19
SH2D3C	1	1	0.259891071	9
SH2D4A	1	1	0.079225517	8
SH2D4B	1	1	0.019917684	10
SH2D5	1	1	0.16455432	1
SH2D6	1	1	0.164469695	2
SH2D7	1	1	0.117177957	15
SH3BGR	1	1	0.165427915	21
SH3BGRL	1	1	0.279292523	X
SH3BGRL3	1	1	0.267186434	1
SH3BP1	1	1	0.478825395	22
SH3BP2	1	1	0.24781259	4
SH3BP4	1	1	0.230010992	2
SH3BP5	1	1	0.499605189	3
SH3D19	1	1	0.411336857	4
SH3D21	1	1	0.018023393	1
SH3GL1	1	1	0.35078417	19
SH3GL2	1	1	0.011280933	9
SH3GL3	1	1	0.317917991	15
SH3GLB1	1	1	0.065213085	1
SH3GLB2	1	1	0.018316523	9
SH3KBP1	1	1	0.004745841	X
SH3PXD2B	1	1	0.091726121	5
SH3RF1	1	1	0.070171657	4
SH3RF2	1	1	0.016853321	5
SH3RF3	1	1	0.285565392	2
SH3TC1	1	1	0.368188572	4
SH3TC2	1	1	0.081406503	5
SH3YL1	1	1	0.056868746	2
SHANK2	1	1	0.004655592	11
SHANK3	1	1	0.247325369	22
SHBG	1	1	0.029017022	17
SHC1	1	1	0.062376379	1
SHC2	1	1	0.158178308	19
SHC3	1	1	0.06150258	9
SHC4	1	1	0.332779162	15
SHCBP1	1	1	0.402658581	16
SHCBP1L	1	1	0.032164214	1
SHD	1	1	0.061093669	19
SHE	1	1	0.524617705	1
SHF	1	1	0.40978016	15
SHH	1	1	0.007070155	7
SHISA2	1	1	0.048092117	13
SHISA3	1	1	0.195122694	4
SHISA6	1	1	0.478162604	17
SHISA7	1	1	0.121739918	19
SHISA9	1	1	0.285114835	16
SHKBP1	1	1	0.033215861	19
SHMT1	1	1	0.518041269	17
SHMT2	1	1	0.396289156	12
SHOC2	1	1	0.473223802	10
SHOX	1	1	0.021064369	X
SHOX2	1	1	0.199862017	3
SHPK	1	1	0.082983072	17
SHPRH	1	1	0.35858016	6
SHQ1	1	1	0.025239318	3
SHROOM1	1	1	0.06216433	5
SHROOM2	1	1	0.045415626	X
SHROOM3	1	1	0.088231756	4
SHROOM4	1	1	0.080033762	X
SI	1	1	0.159918472	3
SIAE	1	1	0.019577482	11
SIAH1	1	1	0.374253622	16
SIAH2	1	1	0.039378753	3
SIAH3	1	1	0.044778548	13
SIDT1	1	1	0.030624066	3
SIDT2	1	1	0.114766249	11
SIGIRR	1	1	0.157265359	11
SIGLEC1	1	1	0.017833274	20
SIGLEC10	1	1	0.03502086	19
SIGLEC11	1	1	0.051580428	19
SIGLEC12	1	1	0.041200142	19
SIGLEC14	1	1	0.13770614	19
SIGLEC5	1	1	0.083854709	19
SIGLEC6	1	1	0.116267599	19
SIGLEC7	1	1	0.009275885	19
SIGLEC8	1	1	0.106243838	19
SIGLEC9	1	1	0.064452676	19
SIGLECL1	1	1	0.045036328	19
SIGMAR1	1	1	0.486976415	9
SIK1	1	1	0.144031495	21
SIKE1	1	1	0.529293415	1
SIM1	1	1	0.03674667	6
SIM2	1	1	0.167920883	21
SIMC1	1	1	0.100661148	5
SIN3B	1	1	0.086511142	19
SIPA1	1	1	0.603310693	11
SIPA1L1	1	1	0.007517032	14
SIPA1L2	1	1	0.058152398	1
SIPA1L3	1	1	0.015031557	19
SIRPA	1	1	0.032035656	20
SIRPB1	1	1	0.114586587	20
SIRPB2	1	1	0.039335314	20
SIRPD	1	1	0.014180757	20
SIRPG	1	1	0.161509424	20
SIRT1	1	1	0.242082288	10
SIRT2	1	1	0.152571462	19
SIRT3	1	1	0.460082885	11
SIRT4	1	1	0.066112767	12
SIRT5	1	1	0.193796974	6
SIRT7	1	1	0.027791059	17
SIT1	1	1	0.02685466	9
SIX1	1	1	0.080705691	14
SIX2	1	1	0.195153699	2
SIX3	1	1	0.13598262	2
SIX4	1	1	0.159640745	14
SIX5	1	1	0.473672318	19
SIX6	1	1	0.047583215	14
SKA1	1	1	0.285628786	18
SKA2	1	1	0.083793354	17
SKA3	1	1	0.042765671	13
SKAP1	1	1	0.09494218	17
SKAP2	1	1	0.082997974	7
SKI	1	1	0.066704066	1
SKIDA1	1	1	0.008870409	10
SKIL	1	1	0.062975056	3
SKIV2L	1	1	0.026474787	6
SKIV2L2	1	1	0.27362676	5
SKOR1	1	1	0.072527226	15
SKP1	1	1	0.045917598	5
SKP2	1	1	0.024617334	5
SLA	1	1	0.112394378	8
SLAIN1	1	1	0.309425116	13
SLAIN2	1	1	0.259181638	4
SLAMF1	1	1	0.025063818	1
SLAMF6	1	1	0.006382162	1
SLAMF8	1	1	0.157269902	1
SLAMF9	1	1	0.044584369	1
SLBP	1	1	0.316920793	4
SLC10A1	1	1	0.247310874	14
SLC10A2	1	1	0.035821539	13
SLC10A4	1	1	0.359741346	4
SLC10A5	1	1	0.053957541	8
SLC10A6	1	1	0.41566827	4
SLC10A7	1	1	0.01200042	4
SLC11A1	1	1	0.133835286	2
SLC11A2	1	1	0.315996751	12
SLC12A1	1	1	0.263700275	15
SLC12A2	1	1	0.015935777	5
SLC12A3	1	1	0.011407922	16
SLC12A4	1	1	0.066876025	16
SLC12A5	1	1	0.001727701	20
SLC12A7	1	1	0.014370041	5
SLC12A8	1	1	0.045362411	3
SLC12A9	1	1	0.026007262	7
SLC13A1	1	1	0.085347062	7
SLC13A2	1	1	0.008170961	17
SLC13A3	1	1	0.00538928	20
SLC13A4	1	1	0.014943005	7
SLC13A5	1	1	0.040817275	17
SLC14A1	1	1	0.071878468	18
SLC14A2	1	1	0.09161359	18
SLC15A1	1	1	0.087852214	13
SLC15A2	1	1	0.195422942	3
SLC15A3	1	1	0.022121078	11
SLC15A5	1	1	0.068643395	12
SLC16A11	1	1	0.234084123	17
SLC16A12	1	1	0.474044452	10
SLC16A13	1	1	0.101282982	17
SLC16A14	1	1	0.060069011	2
SLC16A2	1	1	0.437643516	X
SLC16A3	1	1	0.430641792	17
SLC16A5	1	1	0.019173648	17
SLC16A6	1	1	0.011061266	17
SLC16A7	1	1	0.105777916	12
SLC16A8	1	1	0.082051721	22
SLC16A9	1	1	0.290141404	10
SLC17A1	1	1	0.16209961	6
SLC17A2	1	1	0.112426972	6
SLC17A3	1	1	0.144234853	6
SLC17A4	1	1	0.00963646	6
SLC17A5	1	1	0.01476816	6
SLC17A6	1	1	0.382539963	11
SLC17A7	1	1	0.324261287	19
SLC17A8	1	1	0.250022285	12
SLC17A9	1	1	0.004774839	20
SLC18A1	1	1	0.304800106	8
SLC18A2	1	1	0.015484194	10
SLC18A3	1	1	0.02441548	10
SLC18B1	1	1	0.035736219	6
SLC19A1	1	1	0.015262961	21
SLC19A2	1	1	0.149107518	1
SLC19A3	1	1	0.015113546	2
SLC1A1	1	1	0.020791105	9
SLC1A2	1	1	0.230364795	11
SLC1A3	1	1	0.085913692	5
SLC1A4	1	1	0.034222776	2
SLC1A5	1	1	0.191901311	19
SLC1A6	1	1	0.000927021	19
SLC1A7	1	1	0.080861229	1
SLC20A2	1	1	0.105089122	8
SLC22A1	1	1	0.067813724	6
SLC22A10	1	1	0.018082829	11
SLC22A11	1	1	0.035594967	11
SLC22A12	1	1	0.075380545	11
SLC22A13	1	1	0.321514275	3
SLC22A14	1	1	0.049109126	3
SLC22A15	1	1	0.038152367	1
SLC22A16	1	1	0.398731474	6
SLC22A17	1	1	0.11702933	14
SLC22A18	1	1	0.235913027	11
SLC22A18AS	1	1	0.217290791	11
SLC22A2	1	1	0.068200143	6
SLC22A20	1	1	0.072266831	11
SLC22A23	1	1	0.067745534	6
SLC22A24	1	1	0.26070399	11
SLC22A25	1	1	0.31623538	11
SLC22A3	1	1	0.231840695	6
SLC22A5	1	1	0.291300711	5
SLC22A6	1	1	0.111140599	11
SLC22A7	1	1	0.09708641	6
SLC22A8	1	1	0.611125022	11
SLC23A1	1	1	0.015980587	5
SLC23A3	1	1	0.030115728	2
SLC24A1	1	1	0.040630973	15
SLC24A2	1	1	0.219191387	9
SLC24A3	1	1	0.114161281	20
SLC24A4	1	1	0.196114816	14
SLC24A5	1	1	0.324459999	15
SLC24A6	1	1	0.05534301	12
SLC25A1	1	1	0.127325756	22
SLC25A10	1	1	0.020441874	17
SLC25A11	1	1	0.039503388	17
SLC25A12	1	1	0.392506588	2
SLC25A13	1	1	0.123981081	7
SLC25A14	1	1	0.129125936	X
SLC25A15	1	1	0.03692101	13
SLC25A16	1	1	0.418112323	10
SLC25A17	1	1	0.148215201	22
SLC25A18	1	1	0.141894267	22
SLC25A19	1	1	0.052473101	17
SLC25A2	1	1	0.141882867	5
SLC25A20	1	1	0.325085577	3
SLC25A21	1	1	0.138452498	14
SLC25A22	1	1	0.27760389	11
SLC25A23	1	1	0.09110193	19
SLC25A24	1	1	0.203249212	1
SLC25A25	1	1	0.375068097	9
SLC25A26	1	1	0.45145837	3
SLC25A27	1	1	0.216426849	6
SLC25A28	1	1	0.286984685	10
SLC25A29	1	1	0.148313488	14
SLC25A3	1	1	0.053644672	12
SLC25A30	1	1	0.189568584	13
SLC25A31	1	1	0.083749634	4
SLC25A32	1	1	0.003645164	8
SLC25A33	1	1	0.072578474	1
SLC25A34	1	1	0.285446056	1
SLC25A35	1	1	0.197278873	17
SLC25A36	1	1	0.045108933	3
SLC25A37	1	1	0.13177251	8
SLC25A38	1	1	0.192580798	3
SLC25A39	1	1	0.07005098	17
SLC25A4	1	1	0.336426384	4
SLC25A40	1	1	0.045267823	7
SLC25A41	1	1	0.105784545	19
SLC25A42	1	1	0.096669151	19
SLC25A43	1	1	0.062610348	X
SLC25A44	1	1	0.049509254	1
SLC25A45	1	1	0.136609078	11
SLC25A46	1	1	0.109727753	5
SLC25A47	1	1	0.126882784	14
SLC25A48	1	1	0.019694252	5
SLC25A6	1	1	0.074576436	X
SLC26A10	1	1	0.142979039	12
SLC26A11	1	1	0.008473928	17
SLC26A2	1	1	0.087272813	5
SLC26A3	1	1	0.082107207	7
SLC26A4	1	1	0.019520424	7
SLC26A5	1	1	0.00957902	7
SLC26A6	1	1	0.553941663	3
SLC26A8	1	1	0.032493943	6
SLC26A9	1	1	0.003095554	1
SLC27A1	1	1	0.007758224	19
SLC27A2	1	1	0.163930116	15
SLC27A3	1	1	0.162275818	1
SLC27A4	1	1	0.199413941	9
SLC27A5	1	1	0.187742661	19
SLC27A6	1	1	0.106163078	5
SLC28A1	1	1	0.035982069	15
SLC28A2	1	1	0.469742498	15
SLC28A3	1	1	0.122815432	9
SLC29A1	1	1	0.018085474	6
SLC29A2	1	1	0.019263765	11
SLC29A3	1	1	0.063046902	10
SLC29A4	1	1	0.005123353	7
SLC2A1	1	1	0.078186898	1
SLC2A10	1	1	0.010344616	20
SLC2A11	1	1	0.306119173	22
SLC2A12	1	1	0.359435482	6
SLC2A13	1	1	0.039171255	12
SLC2A14	1	1	0.006743968	12
SLC2A2	1	1	0.020256358	3
SLC2A3	1	1	0.040295129	12
SLC2A4	1	1	0.035127017	17
SLC2A4RG	1	1	0.07484032	20
SLC2A5	1	1	0.199355095	1
SLC2A6	1	1	0.457543297	9
SLC2A7	1	1	0.087557841	1
SLC2A8	1	1	0.340126618	9
SLC2A9	1	1	0.30748229	4
SLC30A10	1	1	0.065129146	1
SLC30A2	1	1	0.089730837	1
SLC30A3	1	1	0.16581522	2
SLC30A4	1	1	0.21208778	15
SLC30A5	1	1	0.024995818	5
SLC30A6	1	1	0.031325813	2
SLC30A7	1	1	0.115843534	1
SLC30A8	1	1	0.017963043	8
SLC30A9	1	1	0.012435458	4
SLC31A1	1	1	0.476499319	9
SLC31A2	1	1	0.360508157	9
SLC32A1	1	1	0.026491021	20
SLC33A1	1	1	0.012024582	3
SLC34A1	1	1	0.002584322	5
SLC34A2	1	1	0.174939756	4
SLC34A3	1	1	0.311420233	9
SLC35A1	1	1	0.33790239	6
